network_i,topology,aval_i,seed_node,e_w_mult,e_w,i_w,theta,slope,p_ext,N,dt,max_steps,n_edges,n_edges_E,n_edges_I,size,duration_steps,duration_time,peak_active,active_steps,censored
0,hiermod,31,1617,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,120277,1000,10.0,150,999,True
0,hiermod,32,181,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,119496,1000,10.0,150,1000,True
0,hiermod,33,1288,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123738,1000,10.0,153,1000,True
0,hiermod,34,736,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,118370,1000,10.0,155,999,True
0,hiermod,35,1908,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,120999,1000,10.0,149,1000,True
0,hiermod,36,760,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123161,1000,10.0,152,1000,True
0,hiermod,37,938,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,120367,1000,10.0,146,1000,True
0,hiermod,38,1064,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,120367,1000,10.0,157,997,True
0,hiermod,39,1676,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,124453,1000,10.0,159,1000,True
0,er_matched,0,1296,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62653,1000,10.0,97,1000,True
0,er_matched,1,835,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,61945,1000,10.0,104,1000,True
0,er_matched,2,1682,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64933,1000,10.0,109,1000,True
0,er_matched,3,465,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62987,1000,10.0,107,999,True
0,er_matched,4,1981,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64212,1000,10.0,113,1000,True
0,er_matched,5,484,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,61831,1000,10.0,107,1000,True
0,er_matched,6,1638,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64286,1000,10.0,106,999,True
0,er_matched,7,526,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63502,1000,10.0,103,1000,True
0,er_matched,8,1540,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,60034,1000,10.0,100,1000,True
0,er_matched,9,1725,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,59373,1000,10.0,96,1000,True
0,er_matched,10,933,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,61003,1000,10.0,101,999,True
0,er_matched,11,674,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62056,1000,10.0,104,999,True
0,er_matched,12,751,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62734,1000,10.0,100,1000,True
0,er_matched,13,1523,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64648,1000,10.0,106,999,True
0,er_matched,14,204,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62618,1000,10.0,110,1000,True
0,er_matched,15,816,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63451,1000,10.0,105,1000,True
0,er_matched,16,349,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62510,1000,10.0,114,1000,True
0,er_matched,17,574,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,61143,1000,10.0,103,999,True
0,er_matched,18,389,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63902,1000,10.0,106,1000,True
0,er_matched,19,1040,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,3,4,0.04,2,2,False
0,er_matched,20,1896,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64558,1000,10.0,104,999,True
0,er_matched,21,1939,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63227,1000,10.0,99,1000,True
0,er_matched,22,812,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63109,1000,10.0,107,998,True
0,er_matched,23,572,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64733,1000,10.0,103,1000,True
0,er_matched,24,511,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64858,1000,10.0,106,999,True
0,er_matched,25,1839,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62689,1000,10.0,101,1000,True
0,er_matched,26,1150,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,58883,1000,10.0,98,1000,True
0,er_matched,27,1455,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,60724,1000,10.0,95,1000,True
0,er_matched,28,1430,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63827,1000,10.0,109,1000,True
0,er_matched,29,644,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63931,1000,10.0,105,1000,True
0,er_matched,30,1885,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63698,1000,10.0,99,1000,True
0,er_matched,31,1967,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,58894,1000,10.0,106,1000,True
0,er_matched,32,1818,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,63752,1000,10.0,107,999,True
0,er_matched,33,1534,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,60648,1000,10.0,100,999,True
0,er_matched,34,1897,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,62222,1000,10.0,111,1000,True
0,er_matched,35,1811,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,4,5,0.05,2,3,False
0,er_matched,36,537,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,61803,1000,10.0,104,1000,True
0,er_matched,37,1102,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64178,1000,10.0,108,1000,True
0,er_matched,38,1417,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,65173,1000,10.0,111,1000,True
0,er_matched,39,905,0.5,10.70575,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,64791,1000,10.0,105,1000,True
0,er_matched,0,1471,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99928,1000,10.0,140,1000,True
0,er_matched,1,674,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,1,3,0.03,1,1,False
0,er_matched,2,279,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97435,1000,10.0,135,1000,True
0,er_matched,3,1861,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102098,1000,10.0,133,1000,True
0,er_matched,4,418,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96825,1000,10.0,134,1000,True
0,er_matched,5,1490,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97176,1000,10.0,126,1000,True
0,er_matched,6,1388,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98260,1000,10.0,133,1000,True
0,er_matched,7,1770,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102921,1000,10.0,135,1000,True
0,er_matched,8,1278,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95367,1000,10.0,130,999,True
0,er_matched,9,1368,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96877,1000,10.0,135,1000,True
0,er_matched,10,1402,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97720,1000,10.0,134,999,True
0,er_matched,11,1621,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100506,1000,10.0,139,1000,True
0,er_matched,12,435,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102196,1000,10.0,134,1000,True
0,er_matched,13,818,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98718,1000,10.0,133,998,True
0,er_matched,14,831,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101329,1000,10.0,138,1000,True
0,er_matched,15,1960,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95684,1000,10.0,141,999,True
0,er_matched,16,1700,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101598,1000,10.0,134,1000,True
0,er_matched,17,1122,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99355,1000,10.0,137,1000,True
0,er_matched,18,1268,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100583,1000,10.0,130,1000,True
0,er_matched,19,1900,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98101,1000,10.0,133,999,True
0,er_matched,20,1441,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100360,1000,10.0,130,1000,True
0,er_matched,21,1653,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100782,1000,10.0,131,1000,True
0,er_matched,22,366,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95512,1000,10.0,132,1000,True
0,er_matched,23,524,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97378,1000,10.0,138,999,True
0,er_matched,24,178,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98088,1000,10.0,130,1000,True
0,er_matched,25,488,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100158,1000,10.0,132,1000,True
0,er_matched,26,498,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98200,1000,10.0,138,1000,True
0,er_matched,27,377,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99382,1000,10.0,136,999,True
0,er_matched,28,1781,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101705,1000,10.0,137,1000,True
0,er_matched,29,1654,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98283,1000,10.0,129,1000,True
0,er_matched,30,272,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97447,1000,10.0,130,1000,True
0,er_matched,31,737,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98784,1000,10.0,129,1000,True
0,er_matched,32,416,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99432,1000,10.0,136,1000,True
0,er_matched,33,1300,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96448,1000,10.0,127,1000,True
0,er_matched,34,1665,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97257,1000,10.0,135,998,True
0,er_matched,35,1098,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,94656,1000,10.0,133,1000,True
0,er_matched,36,65,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96051,1000,10.0,142,1000,True
0,er_matched,37,1061,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97403,1000,10.0,131,1000,True
0,er_matched,38,972,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100373,1000,10.0,137,1000,True
0,er_matched,39,1201,0.75,16.058625,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99659,1000,10.0,134,1000,True
0,er_matched,0,1499,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96568,1000,10.0,136,1000,True
0,er_matched,1,97,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101052,1000,10.0,141,1000,True
0,er_matched,2,1268,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100764,1000,10.0,135,1000,True
0,er_matched,3,712,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,103711,1000,10.0,136,1000,True
0,er_matched,4,1546,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102663,1000,10.0,136,1000,True
0,er_matched,5,306,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102208,1000,10.0,140,1000,True
0,er_matched,6,156,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,8,5,0.05,4,3,False
0,er_matched,7,140,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100319,1000,10.0,130,1000,True
0,er_matched,8,634,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98269,1000,10.0,134,1000,True
0,er_matched,9,1081,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101683,1000,10.0,131,999,True
0,er_matched,10,221,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99709,1000,10.0,138,999,True
0,er_matched,11,732,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98712,1000,10.0,135,1000,True
0,er_matched,12,1818,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100695,1000,10.0,133,1000,True
0,er_matched,13,1121,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102179,1000,10.0,131,999,True
0,er_matched,14,659,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100593,1000,10.0,132,1000,True
0,er_matched,15,599,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101694,1000,10.0,131,1000,True
0,er_matched,16,1338,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100024,1000,10.0,138,1000,True
0,er_matched,17,1126,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98969,1000,10.0,132,1000,True
0,er_matched,18,145,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99386,1000,10.0,134,1000,True
0,er_matched,19,84,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98438,1000,10.0,131,1000,True
0,er_matched,20,73,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,11,8,0.08,3,6,False
0,er_matched,21,523,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98751,1000,10.0,132,1000,True
0,er_matched,22,1196,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100034,1000,10.0,134,1000,True
0,er_matched,23,1033,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101429,1000,10.0,131,1000,True
0,er_matched,24,46,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96586,1000,10.0,133,1000,True
0,er_matched,25,606,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95369,1000,10.0,126,1000,True
0,er_matched,26,373,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97438,1000,10.0,131,1000,True
0,er_matched,27,1116,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97106,1000,10.0,133,1000,True
0,er_matched,28,16,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95873,1000,10.0,134,1000,True
0,er_matched,29,1601,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99956,1000,10.0,131,999,True
0,er_matched,30,281,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97598,1000,10.0,130,1000,True
0,er_matched,31,1387,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,103537,1000,10.0,138,1000,True
0,er_matched,32,724,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98269,1000,10.0,132,998,True
0,er_matched,33,1280,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,2,4,0.04,1,2,False
0,er_matched,34,315,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101052,1000,10.0,134,1000,True
0,er_matched,35,1157,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,103711,1000,10.0,138,1000,True
0,er_matched,36,622,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95164,1000,10.0,126,1000,True
0,er_matched,37,123,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100018,1000,10.0,135,1000,True
0,er_matched,38,1238,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99023,1000,10.0,131,1000,True
0,er_matched,39,571,1.0,21.4115,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98545,1000,10.0,134,1000,True
0,er_matched,0,481,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102182,1000,10.0,136,1000,True
0,er_matched,1,1276,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96096,1000,10.0,135,1000,True
0,er_matched,2,164,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102029,1000,10.0,143,1000,True
0,er_matched,3,494,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101091,1000,10.0,134,999,True
0,er_matched,4,1610,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,97002,1000,10.0,145,999,True
0,er_matched,5,1314,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98392,1000,10.0,135,1000,True
0,er_matched,6,1023,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100821,1000,10.0,142,1000,True
0,er_matched,7,1059,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99593,1000,10.0,135,1000,True
0,er_matched,8,621,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98066,1000,10.0,136,1000,True
0,er_matched,9,730,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98393,1000,10.0,133,1000,True
0,er_matched,10,1417,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98457,1000,10.0,134,1000,True
0,er_matched,11,707,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100662,1000,10.0,134,1000,True
0,er_matched,12,718,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102528,1000,10.0,137,1000,True
0,er_matched,13,1089,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101379,1000,10.0,134,1000,True
0,er_matched,14,348,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,102099,1000,10.0,135,1000,True
0,er_matched,15,192,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99469,1000,10.0,133,1000,True
0,er_matched,16,1496,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,21,15,0.15,5,10,False
0,er_matched,17,1621,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98843,1000,10.0,132,1000,True
0,er_matched,18,195,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101602,1000,10.0,130,999,True
0,er_matched,19,11,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99481,1000,10.0,134,999,True
0,er_matched,20,172,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101814,1000,10.0,134,1000,True
0,er_matched,21,1368,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98173,1000,10.0,138,1000,True
0,er_matched,22,423,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98264,1000,10.0,131,999,True
0,er_matched,23,532,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101677,1000,10.0,135,1000,True
0,er_matched,24,1982,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98911,1000,10.0,131,999,True
0,er_matched,25,1716,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,103562,1000,10.0,138,998,True
0,er_matched,26,1925,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101296,1000,10.0,138,998,True
0,er_matched,27,33,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100001,1000,10.0,135,1000,True
0,er_matched,28,676,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98120,1000,10.0,137,998,True
0,er_matched,29,95,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,95520,1000,10.0,137,1000,True
0,er_matched,30,1190,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,101917,1000,10.0,138,1000,True
0,er_matched,31,1769,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100663,1000,10.0,132,1000,True
0,er_matched,32,537,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99026,1000,10.0,134,1000,True
0,er_matched,33,1140,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100507,1000,10.0,133,1000,True
0,er_matched,34,820,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99079,1000,10.0,139,1000,True
0,er_matched,35,1248,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,98058,1000,10.0,132,1000,True
0,er_matched,36,1503,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100797,1000,10.0,133,997,True
0,er_matched,37,1176,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,96828,1000,10.0,135,1000,True
0,er_matched,38,753,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,100012,1000,10.0,133,1000,True
0,er_matched,39,763,1.25,26.764375,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,99812,1000,10.0,138,1000,True
0,er_matched,0,1782,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,113022,1000,10.0,140,1000,True
0,er_matched,1,737,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,124273,1000,10.0,154,1000,True
0,er_matched,2,1467,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,122749,1000,10.0,147,998,True
0,er_matched,3,1416,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,111701,1000,10.0,141,999,True
0,er_matched,4,1443,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123027,1000,10.0,150,995,True
0,er_matched,5,355,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,124400,1000,10.0,146,1000,True
0,er_matched,6,1995,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,1,3,0.03,1,1,False
0,er_matched,7,1051,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123333,1000,10.0,154,1000,True
0,er_matched,8,354,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,121610,1000,10.0,145,1000,True
0,er_matched,9,56,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,122770,1000,10.0,150,1000,True
0,er_matched,10,840,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,1,3,0.03,1,1,False
0,er_matched,11,984,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,112013,1000,10.0,140,1000,True
0,er_matched,12,1457,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,110565,1000,10.0,143,999,True
0,er_matched,13,193,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123211,1000,10.0,146,1000,True
0,er_matched,14,1737,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,112900,1000,10.0,144,1000,True
0,er_matched,15,47,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,124738,1000,10.0,147,1000,True
0,er_matched,16,761,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,113068,1000,10.0,139,1000,True
0,er_matched,17,1745,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,112260,1000,10.0,143,1000,True
0,er_matched,18,1613,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,122876,1000,10.0,151,999,True
0,er_matched,19,1008,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123201,1000,10.0,148,1000,True
0,er_matched,20,964,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,121675,1000,10.0,149,998,True
0,er_matched,21,1320,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,122289,1000,10.0,147,1000,True
0,er_matched,22,176,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,122680,1000,10.0,146,1000,True
0,er_matched,23,390,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,112128,1000,10.0,140,1000,True
0,er_matched,24,242,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,113591,1000,10.0,142,1000,True
0,er_matched,25,457,1.5,32.11725,21.675,7.5,2.1,0.0,2000,0.01,1000,2765,2210,555,123319,1000,10.0,154,1000,True
