network_i,topology,aval_i,seed_node,e_w_mult,e_w,i_w,theta,slope,p_ext,N,dt,max_steps,n_edges,n_edges_E,n_edges_I,size,duration_steps,duration_time,peak_active,active_steps,censored
0,hiermod,2,566,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,401,103,1.03,11,93,False
0,hiermod,3,1707,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,258,79,0.79,11,70,False
0,hiermod,4,556,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,5,8,0.08,2,4,False
0,hiermod,5,433,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1765,400,4.0,17,377,False
0,hiermod,6,545,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,313,93,0.93,12,86,False
0,hiermod,7,1170,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1,3,0.03,1,1,False
0,hiermod,8,491,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,711,171,1.71,16,168,False
0,hiermod,9,653,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,468,113,1.1300000000000001,15,99,False
0,hiermod,10,1358,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,295,100,1.0,9,95,False
0,hiermod,11,1018,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1521,357,3.5700000000000003,18,336,False
0,hiermod,12,419,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1061,320,3.2,11,296,False
0,hiermod,13,751,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,400,98,0.98,13,90,False
0,hiermod,14,326,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,30,14,0.14,5,9,False
0,hiermod,15,838,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1889,407,4.07,18,387,False
0,hiermod,16,221,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,729,219,2.19,14,199,False
0,hiermod,17,1359,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,126,55,0.55,7,45,False
0,hiermod,18,374,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,632,142,1.42,13,135,False
0,hiermod,19,1240,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,107,33,0.33,11,31,False
0,hiermod,20,819,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,764,176,1.76,16,168,False
0,hiermod,21,1642,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,122,49,0.49,10,40,False
0,hiermod,22,144,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,67,34,0.34,5,29,False
0,hiermod,23,174,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,631,201,2.0100000000000002,9,186,False
0,hiermod,24,1084,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,252,97,0.97,8,85,False
0,hiermod,25,963,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,19,8,0.08,5,6,False
0,hiermod,26,163,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,167,52,0.52,11,48,False
0,hiermod,27,965,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,32,17,0.17,4,14,False
0,hiermod,28,634,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,682,199,1.99,14,181,False
0,hiermod,29,857,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,780,245,2.45,13,228,False
0,hiermod,30,20,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,208,58,0.58,14,50,False
0,hiermod,31,56,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,390,73,0.73,19,67,False
0,hiermod,32,1592,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,93,26,0.26,10,24,False
0,hiermod,33,1817,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,656,192,1.92,16,174,False
0,hiermod,34,1482,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,57,19,0.19,8,17,False
0,hiermod,35,1744,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,138,36,0.36,10,34,False
0,hiermod,36,82,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1437,381,3.81,15,355,False
0,hiermod,37,474,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,434,118,1.18,10,107,False
0,hiermod,38,1136,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,991,268,2.68,16,238,False
0,hiermod,39,1335,1.25,26.764375,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,1672,415,4.15,15,398,False
0,hiermod,0,1499,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,2216,647,6.47,16,604,False
0,hiermod,1,97,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,360,70,0.7000000000000001,12,68,False
0,hiermod,2,881,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,477,111,1.11,9,103,False
0,hiermod,3,1229,1.5,32.11725,21.675,7.5,2.25,0.0,2000,0.01,1000,1742,1398,344,2,4,0.04,1,2,False
