gain,mean_pop_count,active_frac,pop_var,branching_ratio_regression,n_avalanches,mv_exp,mv_r2,timescale_exp,timescale_r2,kurtosis_logscale_slope
0.4,53.805625,1.0,67.73134921875,0.986779364732257,1.0,1.5554644397518809,0.999983781583118,0.2133155709422276,0.9481199562269198,-0.24907660879528729
0.6,71.968125,1.0,99.07123046875,0.9907502889263125,1.0,1.5765004690639448,0.9997782990110029,0.19815625129149028,0.9597891101315477,-0.28978172174671857
0.8,72.434375,1.0,100.33200546875001,0.990787151141296,1.0,1.5773794065521909,0.999759962224834,0.189988968049587,0.98729848057,-0.24846841269579656
1.0,72.44125,1.0,100.401909375,0.9907829224330247,1.0,1.578711046480934,0.9997710080728525,0.19769570058853703,0.9820368179217704,-0.31507505736231667
1.2,72.44125,1.0,100.401909375,0.9907829224330247,1.0,1.578711046480934,0.9997710080728525,0.19769570058853703,0.9820368179217704,-0.31507505736231667
1.4,72.44125,1.0,100.401909375,0.9907829224330247,1.0,1.578711046480934,0.9997710080728525,0.19769570058853703,0.9820368179217704,-0.31507505736231667
1.6,72.44125,1.0,100.401909375,0.9907829224330247,1.0,1.578711046480934,0.9997710080728525,0.19769570058853703,0.9820368179217704,-0.31507505736231667
