slope,p_ext,network_density,mean_pop_count,mean_cell_activity,active_frac,silent_frac,n_avalanches,pop_var,pop_cv,branching_ratio_regression,branching_ratio_mean,lag1_autocorr,autocorr_time_s,av_size_mean,av_size_max,av_size_q90,av_size_q99,av_size_q99_q50,av_size_cv,av_dur_mean_bins,av_dur_max_bins,av_dur_q90_bins,av_dur_q99_bins,av_dur_q99_q50,av_dur_cv,rough_size_slope,rough_size_r2,rough_duration_slope,rough_duration_r2,regime,branching_closeness,candidate_score
2.25,1e-06,0.0004295833333333333,5.852916666666666,0.0029264583333333334,0.9979166666666668,0.0020833333333333333,2.3333333333333335,9.491068229166666,0.5177330389610498,0.9175731870599656,1.1496257881782759,0.592031096984608,0.1694763600960356,,,,,,,,,,,,,,,,,continuous,-0.0824268129400344,
2.25,2.3968709947764157e-06,0.0004295833333333333,5.855833333333333,0.0029279166666666668,0.9979166666666668,0.0020833333333333333,2.3333333333333335,9.502713541666667,0.5178702842105348,0.917724132775536,1.1496092174748798,0.5931508333145096,0.16953305006140051,,,,,,,,,,,,,,,,,continuous,-0.082275867224464,
2.25,5.744990565600497e-06,0.0004295833333333333,5.883333333333333,0.0029416666666666666,0.9979166666666667,0.0020833333333333333,2.3333333333333335,9.535242708333334,0.5166592868363792,0.9185085199405313,1.1484939566949388,0.5957478700119644,0.17094093577721794,,,,,,,,,,,,,,,,,continuous,-0.08149148005946871,
2.25,1.3770001251951984e-05,0.0004295833333333333,5.94,0.00297,0.9983333333333334,0.0016666666666666668,2.0,9.677859374999999,0.5158978805925977,0.9186259094776826,1.148779637784758,0.5956022982639418,0.17027881960722444,,,,,,,,,,,,,,,,,continuous,-0.08137409052231737,
2.25,3.300491659883871e-05,0.0004295833333333333,6.722083333333333,0.0033610416666666667,0.9983333333333334,0.0016666666666666668,2.0,8.504616145833333,0.4470473290236822,0.9230170265400437,1.1297538674567045,0.5592985957861356,0.060696883588973315,,,,,,,,,,,,,,,,,continuous,-0.0769829734599563,
2.25,7.910852728077119e-05,0.0004295833333333333,6.957083333333333,0.0034785416666666667,0.9983333333333334,0.0016666666666666668,2.0,8.8545859375,0.44001465618052144,0.9251704761941287,1.1258766994338136,0.5603882081449136,0.06065395172233118,,,,,,,,,,,,,,,,,continuous,-0.07482952380587127,
2.25,0.00045447774288657946,0.0004295833333333333,8.625416666666666,0.004312708333333333,0.9995833333333334,0.0004166666666666667,1.3333333333333333,13.546580729166665,0.4220756629245701,0.9427801768671552,1.0906367577738332,0.613983765071794,0.07529350073894757,,,,,,,,,,,,,,,,,continuous,-0.057219823132844794,
2.25,0.0010893245196962969,0.0004295833333333333,11.914166666666667,0.0059570833333333325,1.0,0.0,1.0,19.793440625000002,0.37065385701738784,0.9546035583614296,1.0622931257370545,0.6166586720962105,0.049719147653476965,,,,,,,,,,,,,,,,,continuous,-0.04539644163857037,
2.25,0.002610970345158807,0.0004295833333333333,20.01,0.010005,1.0,0.0,1.0,31.575805208333335,0.27954182054542853,0.9717821381662389,1.0361132696376425,0.595430699348687,0.016020343017078924,,,,,,,,,,,,,,,,,continuous,-0.02821786183376107,
2.25,0.006258159088532518,0.0004295833333333333,36.852916666666665,0.018426458333333336,1.0,0.0,1.0,55.34816197916666,0.20184631163353728,0.9837490846771756,1.0198142372094605,0.569167672792864,0.010633381517466428,,,,,,,,,,,,,,,,,continuous,-0.01625091532282441,
2.25,0.014999999999999996,0.0004295833333333333,70.27166666666666,0.03513583333333333,1.0,0.0,1.0,90.54766145833332,0.13532513473718555,0.990647744543463,1.0112406475123388,0.4496926518729027,0.004498392454623724,,,,,,,,,,,,,,,,,continuous,-0.009352255456536951,
2.5,0.002610970345158807,0.00022266666666666667,10.21125,0.005105625,1.0,0.0,1.0,11.7873203125,0.3368120717552938,0.9344197200123224,1.0988659392853786,0.3527960859784806,0.006178975148786823,,,,,,,,,,,,,,,,,continuous,-0.06558027998767757,
2.5,0.006258159088532518,0.00022266666666666667,20.819166666666664,0.010409583333333333,1.0,0.0,1.0,24.205211458333334,0.2364116446519067,0.9656402919046881,1.041318679356564,0.34102351517121204,0.0032336333554637362,,,,,,,,,,,,,,,,,continuous,-0.03435970809531186,
2.5,0.014999999999999996,0.00022266666666666667,43.901250000000005,0.021950625,1.0,0.0,1.0,46.91536614583333,0.156013444123984,0.9829289898046866,1.0188075038811903,0.271303158784606,0.002073399241231986,,,,,,,,,,,,,,,,,continuous,-0.01707101019531343,
