mean_pop_count,mean_cell_activity,active_frac,silent_frac,pop_var,pop_std,pop_cv,branching_ratio_mean,branching_ratio_regression,lag1_autocorr,autocorr_time_s,n_avalanches,av_size_mean,av_size_max,av_size_q50,av_size_q90,av_size_q99,av_size_cv,av_size_q99_q50,av_dur_mean_bins,av_dur_max_bins,av_dur_q50_bins,av_dur_q90_bins,av_dur_q99_bins,av_dur_cv,av_dur_q99_q50,rough_size_slope,rough_size_r2,rough_duration_slope,rough_duration_r2,slope,p_ext,seed,T,network_density,e_w,i_w,theta
80.41875,0.040209375,1.0,0.0,141.4758984375,11.894364145993682,0.1479053597076992,1.0099875365509219,0.9949085903573738,0.7317983147642165,0.06510821705788539,1,,,,,,,,,,,,,,,,,,,2.1,0.00018961293447875924,1,8.0,0.00069225,21.4115,21.675,7.5
43.38125,0.021690625,1.0,0.0,161.9308984375,12.725207206073305,0.29333426782476324,1.0214873960534796,0.9850959012810104,0.8038672573491925,0.10635725194367375,1,,,,,,,,,,,,,,,,,,,2.1,0.00018961293447875924,2,8.0,0.00067525,21.4115,21.675,7.5
71.97125,0.035985625,0.99875,0.00125,153.98292343750003,12.40898559260587,0.17241586873377493,1.0107055567906922,0.9944925451357463,0.7870183604927123,0.097680246131113,2,,,,,,,,,,,,,,,,,,,2.1,0.00045447774288657946,0,8.0,0.00068475,21.4115,21.675,7.5
53.69,0.026845,1.0,0.0,152.5739,12.352080796367874,0.23006296882785704,1.0163779405763003,0.9895244369983089,0.7724847542052368,0.09503310288029021,1,,,,,,,,,,,,,,,,,,,2.1,0.00045447774288657946,2,8.0,0.00067525,21.4115,21.675,7.5
84.23125,0.042115625,1.0,0.0,146.4802734375,12.102903512690663,0.14368661883434616,1.0095770396880042,0.9952199923083116,0.7354881159044047,0.05595461973634979,1,,,,,,,,,,,,,,,,,,,2.1,0.00045447774288657946,1,8.0,0.00069225,21.4115,21.675,7.5
78.54125,0.039270625,1.0,0.0,154.8232984375,12.442801068790741,0.15842377182423992,1.0114196507540796,0.9958179171462429,0.8052977987779496,0.06805981552195052,1,,,,,,,,,,,,,,,,,,,2.1,0.0010893245196962969,0,8.0,0.00068475,21.4115,21.675,7.5
90.00375,0.045001875,1.0,0.0,204.94623593749998,14.315943417655015,0.15905941049850542,1.014780421387686,0.9898974519307808,0.5671354072273753,0.028463805901914968,1,,,,,,,,,,,,,,,,,,,2.1,0.0010893245196962969,1,8.0,0.00069225,21.4115,21.675,7.5
65.63875,0.032819375,1.0,0.0,180.75824843750001,13.444636418940455,0.20482773390627107,1.0141568306012494,0.990679122769189,0.7439556214119972,0.106939682763316,1,,,,,,,,,,,,,,,,,,,2.1,0.0010893245196962969,2,8.0,0.00067525,21.4115,21.675,7.5
92.92,0.04646,1.0,0.0,164.4461,12.823653925461338,0.1380074679881748,1.010287663430579,0.9948445103643163,0.6850888075123431,0.028421997632112794,1,,,,,,,,,,,,,,,,,,,2.1,0.002610970345158807,0,8.0,0.00068475,21.4115,21.675,7.5
104.78,0.05239,1.0,0.0,202.9841,14.247248857235562,0.1359729801224988,1.0123987994607877,0.9926365623139815,0.5419747487121376,0.021404907716659417,1,,,,,,,,,,,,,,,,,,,2.1,0.002610970345158807,1,8.0,0.00069225,21.4115,21.675,7.5
82.5875,0.04129375,1.0,0.0,188.61984375,13.733893976218107,0.1662950685783919,1.0121973123823946,0.9923947503244727,0.6743572459781093,0.039718879372612745,1,,,,,,,,,,,,,,,,,,,2.1,0.002610970345158807,2,8.0,0.00067525,21.4115,21.675,7.5
127.5275,0.06376375,1.0,0.0,229.42674375,15.146839398039447,0.11877312264444397,1.0098634214694502,0.9944412949205952,0.5337915355853471,0.02097892770208198,1,,,,,,,,,,,,,,,,,,,2.1,0.006258159088532518,1,8.0,0.00069225,21.4115,21.675,7.5
116.16625,0.058083125,1.0,0.0,173.63361093749998,13.177010698087027,0.11343234974088355,1.0070190936370942,0.9964568365828967,0.6590339345395257,0.022213241167791997,1,,,,,,,,,,,,,,,,,,,2.1,0.006258159088532518,0,8.0,0.00068475,21.4115,21.675,7.5
110.01125,0.055005625,1.0,0.0,207.0611234375,14.389618599445226,0.13080133713093067,1.0098591850306524,0.9934045786873171,0.5618930772738965,0.025517141360163396,1,,,,,,,,,,,,,,,,,,,2.1,0.006258159088532518,2,8.0,0.00067525,21.4115,21.675,7.5
160.045,0.0800225,1.0,0.0,199.54047500000001,14.125879618629066,0.08826192395032009,1.0066855799874468,0.9971407082986535,0.5047474831294413,0.007914730745170257,1,,,,,,,,,,,,,,,,,,,2.1,0.014999999999999996,1,8.0,0.00069225,21.4115,21.675,7.5
154.3125,0.07715625,1.0,0.0,185.03234375,13.602659436668993,0.08815008140409174,1.0056753632025126,0.9969334384815266,0.5031141876220443,0.0122105696983453,1,,,,,,,,,,,,,,,,,,,2.1,0.014999999999999996,0,8.0,0.00068475,21.4115,21.675,7.5
146.22125,0.073110625,1.0,0.0,206.33479843749998,14.364358615597844,0.0982371482640023,1.006742855384989,0.9957983931410629,0.4826728704112868,0.01167929515553743,1,,,,,,,,,,,,,,,,,,,2.1,0.014999999999999996,2,8.0,0.00067525,21.4115,21.675,7.5
6.665,0.0033325,0.995,0.005,13.977775,3.7386862665915146,0.5609431757825887,1.0918023490429798,0.95723092730542,0.82061375285698,0.49020308395677004,4,,,,,,,,,,,,,,,,,,,2.25,1e-06,0,8.0,0.00043475,21.4115,21.675,7.5
5.7375,0.00286875,1.0,0.0,6.93109375,2.6326970486556176,0.45885787340394923,1.1603813201118998,0.9011737383881496,0.4327173940159581,0.007514126644977406,1,,,,,,,,,,,,,,,,,,,2.25,1e-06,1,8.0,0.00043775,21.4115,21.675,7.5
6.66625,0.003333125,0.995,0.005,13.9798609375,3.738965222825695,0.560879838413671,1.0918921963026385,0.9572232565106674,0.8205506904829561,0.4903362950222514,4,,,,,,,,,,,,,,,,,,,2.25,2.3968709947764157e-06,0,8.0,0.00043475,21.4115,21.675,7.5
5.15625,0.002578125,0.99875,0.00125,7.5643359375,2.7503337865611877,0.5333980676966117,1.196693695379948,0.8943148954863271,0.522762144080886,0.01071186968635928,2,,,,,,,,,,,,,,,,,,,2.25,1e-06,2,8.0,0.00041625,21.4115,21.675,7.5
5.74375,0.002871875,1.0,0.0,6.9555859375,2.6373444859365645,0.4591677015775591,1.1602417607420525,0.9015685169531323,0.4356128358148701,0.007579963810299014,1,,,,,,,,,,,,,,,,,,,2.25,2.3968709947764157e-06,1,8.0,0.00043775,21.4115,21.675,7.5
5.1575,0.00257875,0.99875,0.00125,7.572693750000001,2.7518527849432646,0.5335633126403744,1.196693695379948,0.8943806248628082,0.5232889736457024,0.010682891351651111,2,,,,,,,,,,,,,,,,,,,2.25,2.3968709947764157e-06,2,8.0,0.00041625,21.4115,21.675,7.5
5.7725,0.00288625,1.0,0.0,6.983243749999999,2.6425827801603488,0.45778826854220717,1.1575223170651672,0.9022278763807869,0.43658815611732604,0.007563534090722535,1,,,,,,,,,,,,,,,,,,,2.25,5.744990565600497e-06,1,8.0,0.00043775,21.4115,21.675,7.5
6.69125,0.003345625,0.995,0.005,13.955923437500001,3.73576276515252,0.5583056626418026,1.0918917285663232,0.9572149258179187,0.8192491875893841,0.49421911145046893,4,,,,,,,,,,,,,,,,,,,2.25,5.744990565600497e-06,0,8.0,0.00043475,21.4115,21.675,7.5
5.18625,0.002593125,0.99875,0.00125,7.6665609375,2.7688555284629786,0.5338839293251278,1.1960678244533265,0.8960827576228886,0.5314062663291828,0.011040161790462407,2,,,,,,,,,,,,,,,,,,,2.25,5.744990565600497e-06,2,8.0,0.00041625,21.4115,21.675,7.5
6.7425,0.00337125,0.995,0.005,14.063693749999997,3.7501591632889393,0.5561971321154443,1.0918675330676568,0.9566322244623656,0.8157257331913378,0.49172608088051406,4,,,,,,,,,,,,,,,,,,,2.25,1.3770001251951984e-05,0,8.0,0.00043475,21.4115,21.675,7.5
5.82125,0.002910625,1.0,0.0,7.0692984375000005,2.658815231921918,0.456743007416184,1.1561211455763916,0.9021344163180555,0.43388467989256524,0.007608356327613317,1,,,,,,,,,,,,,,,,,,,2.25,1.3770001251951984e-05,1,8.0,0.00043775,21.4115,21.675,7.5
5.25625,0.002628125,1.0,0.0,7.9005859375,2.8107980961819368,0.5347535022461645,1.1983502347102255,0.8971110876526268,0.5371964817079224,0.0115020216135459,1,,,,,,,,,,,,,,,,,,,2.25,1.3770001251951984e-05,2,8.0,0.00041625,21.4115,21.675,7.5
8.9475,0.00447375,0.995,0.005,10.54974375,3.2480369071178976,0.36301055122855935,1.0414461866739941,0.9670956339233935,0.7124875946076955,0.163260022124107,4,,,,,,,,,,,,,,,,,,,2.25,3.300491659883871e-05,0,8.0,0.00043475,21.4115,21.675,7.5
5.86625,0.002933125,1.0,0.0,7.1108609375,2.666619758702016,0.45456974365251424,1.1537579748281108,0.903442460018673,0.4370069118465063,0.007777923477251313,1,,,,,,,,,,,,,,,,,,,2.25,3.300491659883871e-05,1,8.0,0.00043775,21.4115,21.675,7.5
9.19375,0.004596875,0.995,0.005,10.8787109375,3.298289092469003,0.3587534023079423,1.0416622422939932,0.9670989653680221,0.7065927288468509,0.16345070209323292,4,,,,,,,,,,,,,,,,,,,2.25,7.910852728077119e-05,0,8.0,0.00043475,21.4115,21.675,7.5
6.07375,0.003036875,1.0,0.0,7.608310937500001,2.7583166854986034,0.45413734274511613,1.1493563762149126,0.9065846050080094,0.45438138256147736,0.007797435089952145,1,,,,,,,,,,,,,,,,,,,2.25,7.910852728077119e-05,1,8.0,0.00043775,21.4115,21.675,7.5
5.3525,0.00267625,1.0,0.0,7.853243749999999,2.8023639574473544,0.5235616921899731,1.1940574408680085,0.8985129856780648,0.5284012809042049,0.011052705165561623,1,,,,,,,,,,,,,,,,,,,2.25,3.300491659883871e-05,2,8.0,0.00041625,21.4115,21.675,7.5
5.60375,0.002801875,1.0,0.0,8.0767359375,2.8419598761242217,0.5071532234885059,1.186611479792535,0.9018278582063547,0.5201905130264126,0.01071371798380848,1,,,,,,,,,,,,,,,,,,,2.25,7.910852728077119e-05,2,8.0,0.00041625,21.4115,21.675,7.5
7.6975,0.00384875,0.99875,0.00125,15.558493750000002,3.9444256552760635,0.5124294453102373,1.0927993517367098,0.9571633908276508,0.7929947452203127,0.428894386026741,2,,,,,,,,,,,,,,,,,,,2.25,0.00018961293447875924,0,8.0,0.00043475,21.4115,21.675,7.5
6.5725,0.00328625,0.9875,0.0125,9.03474375,3.0057850472048067,0.45732750813303147,1.1236811449149209,0.9360519443179912,0.6290029462870971,0.02073308400721067,8,657.25,2510.0,28.5,2472.9,2506.29,1.6068018521036542,87.93999999999691,98.75,373.0,9.5,356.9,371.39,1.5408698072382587,39.0936842105222,,,,,2.25,0.00018961293447875924,1,8.0,0.00043775,21.4115,21.675,7.5
6.165,0.0030825,1.0,0.0,8.490275,2.913807646362402,0.472637087812154,1.1637607388395537,0.9101177989349686,0.5076262613783583,0.009578378339266549,1,,,,,,,,,,,,,,,,,,,2.25,0.00018961293447875924,2,8.0,0.00041625,21.4115,21.675,7.5
9.74875,0.004874375,0.99875,0.00125,18.6506234375,4.318636756836582,0.44299389735464956,1.061277732545109,0.9627892122853965,0.7681133099313447,0.20557485453217658,2,,,,,,,,,,,,,,,,,,,2.25,0.00045447774288657946,0,8.0,0.00043475,21.4115,21.675,7.5
8.5125,0.00425625,1.0,0.0,11.64484375,3.4124542121470287,0.4008756783725848,1.0930081097197026,0.9432036306822409,0.5869857665145954,0.012721762063404363,1,,,,,,,,,,,,,,,,,,,2.25,0.00045447774288657946,1,8.0,0.00043775,21.4115,21.675,7.5
11.84125,0.005920625,1.0,0.0,17.6810484375,4.2048838791933365,0.355104729584544,1.0641238813887046,0.9545227663468471,0.5908220417016937,0.016841642494675596,1,,,,,,,,,,,,,,,,,,,2.25,0.0010893245196962969,1,8.0,0.00043775,21.4115,21.675,7.5
13.19,0.006595,1.0,0.0,25.916400000000003,5.090815258875537,0.3859602167456521,1.0479782876486416,0.9671533304091735,0.7387785960988765,0.12538610054559365,1,,,,,,,,,,,,,,,,,,,2.25,0.0010893245196962969,0,8.0,0.00043475,21.4115,21.675,7.5
7.615,0.0038075,1.0,0.0,10.344275,3.216251700349337,0.42235741304647595,1.1176244310566879,0.9223476876338281,0.4868522187694417,0.007583885621261787,1,,,,,,,,,,,,,,,,,,,2.25,0.00045447774288657946,2,8.0,0.00041625,21.4115,21.675,7.5
21.51625,0.010758125,1.0,0.0,39.3947359375,6.276522599138794,0.2917108045843724,1.0309881368912888,0.9766799019937736,0.6917140466512531,0.030097535052650636,1,,,,,,,,,,,,,,,,,,,2.25,0.002610970345158807,0,8.0,0.00043475,21.4115,21.675,7.5
10.71125,0.005355625,1.0,0.0,15.782873437500003,3.9727664715535447,0.37089662472196744,1.0747772081738172,0.9421345783282683,0.5203753784880615,0.006929699920161641,1,,,,,,,,,,,,,,,,,,,2.25,0.0010893245196962969,2,8.0,0.00041625,21.4115,21.675,7.5
20.09625,0.010048125,1.0,0.0,28.481985937500003,5.336851687793095,0.26556455496885384,1.0344568621267929,0.974199125659599,0.5838102199896037,0.010269354590532838,1,,,,,,,,,,,,,,,,,,,2.25,0.002610970345158807,1,8.0,0.00043775,21.4115,21.675,7.5
18.4175,0.00920875,1.0,0.0,26.85069375,5.181765505115028,0.28135010208305944,1.0428948098948458,0.9644673868453439,0.510767831405204,0.007694139408053299,1,,,,,,,,,,,,,,,,,,,2.25,0.002610970345158807,2,8.0,0.00041625,21.4115,21.675,7.5
38.41875,0.019209375,1.0,0.0,61.2233984375,7.8245382251925895,0.20366457068989452,1.0176838938142931,0.9856213076511086,0.6279999073817343,0.012800428099593635,1,,,,,,,,,,,,,,,,,,,2.25,0.006258159088532518,0,8.0,0.00043475,21.4115,21.675,7.5
37.2525,0.01862625,1.0,0.0,52.18124374999999,7.223658612503777,0.19391070699962643,1.0202177772054895,0.9843272051531001,0.5388205463648686,0.009983018529022947,1,,,,,,,,,,,,,,,,,,,2.25,0.006258159088532518,1,8.0,0.00043775,21.4115,21.675,7.5
34.8875,0.01744375,1.0,0.0,52.63984375,7.255332090952143,0.2079636572110909,1.021541040608599,0.9812987412273182,0.540682564631989,0.009116697923782705,1,,,,,,,,,,,,,,,,,,,2.25,0.006258159088532518,2,8.0,0.00041625,21.4115,21.675,7.5
70.91,0.035455,1.0,0.0,90.45190000000001,9.510620379344347,0.13412241403672562,1.0123173273253336,0.9904911778404888,0.41283892576347675,0.0036046772324327785,1,,,,,,,,,,,,,,,,,,,2.25,0.014999999999999996,1,8.0,0.00043775,21.4115,21.675,7.5
72.33125,0.036165625,1.0,0.0,97.8890234375,9.893888186021712,0.13678580400617404,1.0102720851480593,0.991064316590303,0.49515345248180404,0.007147426286785701,1,,,,,,,,,,,,,,,,,,,2.25,0.014999999999999996,0,8.0,0.00043475,21.4115,21.675,7.5
2.06125,0.001030625,0.885,0.115,1.9899984375000002,1.4106730441530384,0.6843774622934404,1.1125143126550128,0.8175255664728294,0.4263700902496825,0.027819465778922203,58,28.43103448275862,732.0,9.0,45.90000000000001,370.61999999999983,3.3413303876972216,41.1799999999954,12.206896551724139,285.0,6.0,14.900000000000013,144.20999999999992,3.0174053803456267,24.034999999995982,-1.931785764879049,0.7856764851309731,-1.7400961851829984,0.9100095065826848,2.5,1e-06,0,8.0,0.0002245,21.4115,21.675,7.5
67.57375,0.033786875,1.0,0.0,83.30206093749999,9.126996271364417,0.13506718616865696,1.0111325300636236,0.9903877391995973,0.44108557737342724,0.002743073844652691,1,,,,,,,,,,,,,,,,,,,2.25,0.014999999999999996,2,8.0,0.00041625,21.4115,21.675,7.5
1.74375,0.000871875,0.8125,0.1875,1.9430859375,1.3939461745347272,0.799395655646697,1.0335277716626197,0.7391413507406478,0.3360835417188989,0.0025029457436629987,112,12.455357142857142,60.0,8.0,30.600000000000023,52.34,0.9837693113943111,6.542499999999182,5.803571428571429,26.0,4.0,13.0,22.67,0.8857638030494523,5.667499999998584,-1.7618642073024513,0.7769873254040593,-2.060339834133963,0.944134745539373,2.5,1e-06,1,8.0,0.000228,21.4115,21.675,7.5
1.69125,0.000845625,0.79875,0.20125,2.0284234375,1.424227312439977,0.8421151884340782,1.0611707280713456,0.7228330350294042,0.333830236951669,0.004544731571584077,107,12.644859813084112,83.0,7.0,32.0,69.79999999999995,1.1925799400705301,9.97142857142714,5.97196261682243,36.0,4.0,15.0,27.519999999999982,0.999846922435759,6.879999999998275,-1.67813338726577,0.8645702805672162,-2.121966564172718,0.9327500034413992,2.5,1e-06,2,8.0,0.0002155,21.4115,21.675,7.5
2.07,0.001035,0.885,0.115,2.0025999999999997,1.415132502630054,0.6836388901591162,1.113881592240115,0.8179466772781536,0.42685273731543116,0.02671137640194394,58,28.551724137931036,732.0,10.0,46.60000000000001,370.61999999999983,3.326787225564973,37.061999999996274,12.206896551724139,285.0,6.0,14.900000000000013,144.20999999999992,3.0174053803456267,24.034999999995982,-1.9442944285675674,0.8850753815963037,-1.7400961851829984,0.9100095065826848,2.5,5.744990565600497e-06,0,8.0,0.0002245,21.4115,21.675,7.5
2.0625,0.00103125,0.885,0.115,1.99609375,1.4128318194321643,0.6850093669970808,1.1124907388690628,0.8180544435548439,0.4287501853886151,0.027802184211130496,58,28.448275862068964,732.0,9.0,46.60000000000001,370.61999999999983,3.339414178016979,41.1799999999954,12.206896551724139,285.0,6.0,14.900000000000013,144.20999999999992,3.0174053803456267,24.034999999995982,-1.931785764879049,0.7856764851309731,-1.7400961851829984,0.9100095065826848,2.5,2.3968709947764157e-06,0,8.0,0.0002245,21.4115,21.675,7.5
1.74875,0.000874375,0.8125,0.1875,1.9631234375,1.4011150693287115,0.8012094749552024,1.0331077114967995,0.7390979317219039,0.3377793300572207,0.0025610122386175963,112,12.491071428571429,60.0,8.0,30.600000000000023,52.45,0.9860248770295353,6.556249999999181,5.803571428571429,26.0,4.0,13.0,22.67,0.8857638030494523,5.667499999998584,-1.7516271547563311,0.7536000673591905,-2.060339834133963,0.944134745539373,2.5,2.3968709947764157e-06,1,8.0,0.000228,21.4115,21.675,7.5
1.6925,0.00084625,0.8,0.2,2.0254437499999995,1.4231808563917656,0.8408749520773559,1.0610751488087327,0.7229038854805726,0.3328486313604711,0.004509105289209241,107,12.654205607476635,83.0,7.0,32.0,69.79999999999995,1.1913489530962809,9.97142857142714,5.981308411214953,36.0,4.0,15.0,27.519999999999982,0.9976363667750725,6.879999999998275,-1.67813338726577,0.8645702805672162,-2.145942382745064,0.9361956837281485,2.5,2.3968709947764157e-06,2,8.0,0.0002155,21.4115,21.675,7.5
1.705,0.0008525,0.80625,0.19375,2.0279750000000005,1.4240698718812923,0.8352315964108252,1.0679401993347495,0.7254305977710233,0.3336804809458653,0.0045266959277930644,104,13.115384615384615,83.0,7.0,32.0,74.39999999999998,1.1797971410824428,10.628571428569908,6.201923076923077,36.0,4.0,15.0,29.819999999999993,0.9932928123875855,7.454999999998134,-1.7380680744992292,0.902494075387181,-1.8288876614420382,0.9256459489495218,2.5,5.744990565600497e-06,2,8.0,0.0002155,21.4115,21.675,7.5
1.76625,0.000883125,0.81625,0.18375,2.0216109374999998,1.4218336532449918,0.8050013606478056,1.0337574363257154,0.7405694816256997,0.3452392960196027,0.0026273934519487462,110,12.845454545454546,60.0,8.0,36.10000000000001,56.18999999999997,0.9924717970600129,7.023749999999118,5.9363636363636365,26.0,4.0,13.100000000000009,23.909999999999997,0.9075118911343041,5.977499999998504,-1.75211420655725,0.6933012344193523,-2.0075294972102347,0.9201418783643074,2.5,5.744990565600497e-06,1,8.0,0.000228,21.4115,21.675,7.5
2.11375,0.001056875,0.8925,0.1075,2.0508109375,1.4320652699859737,0.6774998320450839,1.126738128630789,0.8178852427557091,0.4195595315165597,0.0248497707507674,55,30.745454545454546,742.0,11.0,47.2,394.2400000000006,3.209827634829222,35.83999999999679,12.981818181818182,285.0,7.0,19.200000000000003,151.6200000000002,2.9106303612440168,21.659999999996934,-1.56113530764612,0.7328749407310119,-1.7345468002304747,0.9145398035006109,2.5,1.3770001251951984e-05,0,8.0,0.0002245,21.4115,21.675,7.5
1.805,0.0009025,0.82125,0.17875,2.0794750000000004,1.4420384876971906,0.7989132895824884,1.0528859478928196,0.7412095639943741,0.3406546266996313,0.0026276857286553507,107,13.495327102803738,61.0,9.0,36.400000000000006,58.339999999999975,0.9858781801507026,6.482222222221499,6.140186915887851,26.0,4.0,13.400000000000006,23.939999999999998,0.8996245008966389,5.984999999998503,-1.6078684776202612,0.7189996184559377,-1.9691108682113503,0.8468911239410992,2.5,1.3770001251951984e-05,1,8.0,0.000228,21.4115,21.675,7.5
1.73625,0.000868125,0.81375,0.18625,2.0391859374999997,1.4280006783961974,0.822462593748236,1.0772218564837297,0.7328716299777392,0.33979872661959054,0.0047568877808792515,99,14.030303030303031,83.0,8.0,40.400000000000006,75.15999999999997,1.1490605558994074,9.394999999998822,6.575757575757576,36.0,4.0,15.200000000000003,30.119999999999976,0.9760451342755254,7.529999999998111,-1.6411921898653563,0.7655870423575097,-1.747718418877569,0.872694470653728,2.5,1.3770001251951984e-05,2,8.0,0.0002155,21.4115,21.675,7.5
1.84,0.00092,0.83125,0.16875,2.1044,1.4506550244630871,0.7883994698164666,1.0662978211539893,0.7440747493163172,0.33721389417594066,0.0027192660257522676,102,14.431372549019608,69.0,9.0,37.0,68.92999999999996,1.020734068576247,7.6588888888880335,6.519607843137255,32.0,5.0,13.900000000000006,26.969999999999985,0.937122057158972,5.393999999998918,-2.0198264457706627,0.8925801816571101,-2.2260934585110257,0.8877311909889378,2.5,3.300491659883871e-05,1,8.0,0.000228,21.4115,21.675,7.5
2.1875,0.00109375,0.8925,0.1075,2.21984375,1.4899140075856727,0.6811035463245676,1.1339611300333219,0.8178571428571428,0.42372775911419763,0.021419121755133354,55,31.818181818181817,751.0,11.0,48.2,399.46000000000055,3.1463871085316364,36.314545454542206,12.981818181818182,285.0,7.0,19.200000000000003,151.6200000000002,2.9106303612440168,21.659999999996934,-1.423130316486539,0.9467033813027644,-1.7345468002304747,0.9145398035006109,2.5,3.300491659883871e-05,0,8.0,0.0002245,21.4115,21.675,7.5
1.7925,0.00089625,0.82625,0.17375,2.0869437499999997,1.4446258166044244,0.8059279311596197,1.0932395382387312,0.7355508374616655,0.33195749378898093,0.004674614848063106,96,14.9375,85.0,8.0,42.5,76.44999999999997,1.1326811413833282,9.556249999998801,6.885416666666667,36.0,4.0,16.0,30.299999999999983,0.9644866652904082,7.574999999998102,-1.6995274362472896,0.845153377331334,-1.5883200899104495,0.8027283627451566,2.5,3.300491659883871e-05,2,8.0,0.0002155,21.4115,21.675,7.5
1.9325,0.00096625,0.84375,0.15625,2.2429437500000002,1.4976460696706684,0.7749785612780818,1.1204429843145869,0.7429408073624765,0.3182788637064027,0.0042771456600330755,90,17.177777777777777,86.0,10.0,44.20000000000002,78.88,1.1005368608053803,7.88799999999921,7.5,36.0,5.0,16.10000000000001,30.659999999999997,0.9633788275812643,6.131999999998773,-1.4984617612078155,0.8084700051355039,-1.683757111226724,0.6189525216123231,2.5,7.910852728077119e-05,2,8.0,0.0002155,21.4115,21.675,7.5
2.33125,0.001165625,0.90625,0.09375,2.3190234375,1.5228340150850321,0.653226387167562,1.1451262825564992,0.8235199225681562,0.4083506581648724,0.013513574835183584,53,35.18867924528302,785.0,12.0,52.20000000000002,429.8399999999979,3.0243730055509475,35.81999999999684,13.679245283018869,285.0,7.0,19.60000000000001,156.55999999999923,2.8082833141285155,22.365714285710983,-1.4437530683338382,0.9471662308945947,-1.722596890815088,0.9227547522916687,2.5,7.910852728077119e-05,0,8.0,0.0002245,21.4115,21.675,7.5
1.95625,0.000978125,0.84,0.16,2.2693359375,1.5064315243315909,0.7700608431084067,1.066256723074178,0.7549764005745947,0.3464364682601118,0.0029549100409433805,98,15.96938775510204,77.0,11.0,37.89999999999999,71.18,1.003850135005158,6.470909090908504,6.857142857142857,32.0,5.0,15.299999999999997,27.150000000000006,0.9047521146085541,5.429999999998915,-1.7180791499481576,0.836942874892371,-2.272731960047634,0.8293141080529461,2.5,7.910852728077119e-05,1,8.0,0.000228,21.4115,21.675,7.5
2.74375,0.001371875,0.93625,0.06375,3.1180859375,1.7658102778894453,0.643575499913914,1.1794812622011595,0.8391871255726536,0.45018816720262284,0.006105131797787108,39,56.282051282051285,882.0,24.0,90.00000000000003,595.0999999999981,2.4557164373172777,24.795833333332222,19.205128205128204,285.0,10.0,33.2,192.27999999999938,2.3168585560891635,19.227999999998016,-1.4207249585809583,0.842442422972024,-1.5194161352611393,0.9866723000695317,2.5,0.00018961293447875924,0,8.0,0.0002245,21.4115,21.675,7.5
2.38,0.00119,0.88875,0.11125,2.8755999999999995,1.6957594168985173,0.7125039566797499,1.1628303152239348,0.7851385021251649,0.3652193286994238,0.0030681001158514793,71,26.816901408450704,139.0,17.0,79.0,122.19999999999993,1.073442301469922,7.188235294117221,10.014084507042254,48.0,7.0,30.0,45.89999999999999,1.0272256634796888,6.557142857141919,-1.8106285338104193,0.805377910480564,-1.8695651181158472,0.7881443108918391,2.5,0.00018961293447875924,1,8.0,0.000228,21.4115,21.675,7.5
2.2575,0.00112875,0.88125,0.11875,2.65369375,1.6290161908342102,0.7216018564046461,1.1647766729790228,0.7568962735925149,0.2929059175594422,0.002304076240507045,72,25.083333333333332,90.0,16.5,57.9,89.29,0.9626700891328026,5.411515151514824,9.791666666666666,36.0,7.0,23.599999999999994,33.160000000000025,0.886404530845849,4.737142857142184,-0.947469658755869,0.4372041589439578,-1.2869572223501946,0.4569615872169731,2.5,0.00018961293447875924,2,8.0,0.0002155,21.4115,21.675,7.5
3.545,0.0017725,0.9725,0.0275,4.275475,2.0677221766958924,0.5832784701538248,1.227008316293411,0.859915235333482,0.4449805007793635,0.006830435311375652,19,149.26315789473685,1154.0,75.0,268.19999999999993,1006.9400000000003,1.7025361375591992,13.425866666666492,40.94736842105263,285.0,21.0,80.59999999999998,251.52000000000004,1.5539478967648417,11.97714285714229,,,,,2.5,0.00045447774288657946,0,8.0,0.0002245,21.4115,21.675,7.5
3.275,0.0016375,0.94625,0.05375,3.8718749999999993,1.9677080576142385,0.600826887820958,1.2178082793155771,0.8219859372320357,0.3308564392637289,0.002792434926599579,39,67.17948717948718,288.0,43.0,167.00000000000003,254.55999999999977,1.0202246525096592,5.919999999999857,19.41025641025641,83.0,12.0,49.400000000000006,72.73999999999992,0.9849783274402547,6.061666666666155,-1.2302057882273634,0.6037492490593065,-1.1281166577134571,0.4837039481673543,2.5,0.00045447774288657946,1,8.0,0.000228,21.4115,21.675,7.5
3.0725,0.00153625,0.95625,0.04375,3.5897437500000002,1.8946619091542427,0.6166515570882428,1.2769904542802764,0.805662188099808,0.29792886054211837,0.001701335217302225,28,87.78571428571429,259.0,70.0,211.3,252.25,0.8296250926569186,3.6035714285713776,27.321428571428573,81.0,21.5,64.10000000000001,79.11,0.8103847743024563,3.6795348837207595,,,,,2.5,0.00045447774288657946,2,8.0,0.0002155,21.4115,21.675,7.5
5.34625,0.002673125,0.995,0.005,6.5388609375,2.557119656468973,0.47830154902380073,1.2155782013436094,0.8755742316869057,0.3328071982790514,0.003089777554114117,5,855.4,1427.0,795.0,1425.0,1426.8,0.6028179819892537,1.7947169811320731,159.2,275.0,144.0,266.2,274.12,0.5949974742753759,1.903611111111098,,,,,2.5,0.0010893245196962969,1,8.0,0.000228,21.4115,21.675,7.5
5.6275,0.00281375,0.99625,0.00375,6.68624375,2.5857772042463365,0.4594895076403157,1.1651069861179502,0.9073673870333988,0.4560894956759103,0.00547718192646602,4,,,,,,,,,,,,,,,,,,,2.5,0.0010893245196962969,0,8.0,0.0002245,21.4115,21.675,7.5
