mean_pop_count,mean_cell_activity,active_frac,silent_frac,pop_var,pop_std,pop_cv,branching_ratio_mean,branching_ratio_regression,lag1_autocorr,autocorr_time_s,n_avalanches,av_size_mean,av_size_max,av_size_q50,av_size_q90,av_size_q99,av_size_cv,av_size_q99_q50,av_dur_mean_bins,av_dur_max_bins,av_dur_q50_bins,av_dur_q90_bins,av_dur_q99_bins,av_dur_cv,av_dur_q99_q50,rough_size_slope,rough_size_r2,rough_duration_slope,rough_duration_r2,slope,p_ext,seed,T,network_density,e_w,i_w,theta
449.1725,0.22458625,0.99875,0.00125,3783.2777437500004,61.50835507270537,0.13693704550635943,1.0259041578630304,0.9896521342579679,0.3772728758099896,0.0,1,,,,,,,,,,,,,,,,,,,1.8,2.3968709947764157e-06,0,8.0,0.00210375,21.4115,21.675,7.5
454.165,0.2270825,1.0,0.0,3348.3052749999997,57.86454246773234,0.12740863445605058,1.023047757962068,0.9882170192447122,0.20393556017877132,0.0,1,,,,,,,,,,,,,,,,,,,1.8,1e-06,1,8.0,0.002111,21.4115,21.675,7.5
452.37875,0.226189375,1.0,0.0,4420.492798437501,66.48678664544934,0.14697150705122464,1.0288206933045925,0.9844408759853335,0.21738426450100024,0.0,1,,,,,,,,,,,,,,,,,,,1.8,2.3968709947764157e-06,2,8.0,0.00212325,21.4115,21.675,7.5
454.1675,0.22708375,1.0,0.0,3348.5369437500003,57.8665442527027,0.12741234071725205,1.0230486858421366,0.988216133421782,0.20392565317729858,0.0,1,,,,,,,,,,,,,,,,,,,1.8,2.3968709947764157e-06,1,8.0,0.002111,21.4115,21.675,7.5
452.38,0.22619,1.0,0.0,4420.6356,66.48786054611774,0.14697347483557538,1.028821463657142,0.984440264617377,0.21737579780347463,0.0,1,,,,,,,,,,,,,,,,,,,1.8,5.744990565600497e-06,2,8.0,0.00212325,21.4115,21.675,7.5
449.175,0.2245875,0.99875,0.00125,3783.499375,61.510156681640794,0.13694029427648613,1.02590528333662,0.989651095363462,0.3772450832491808,0.0,1,,,,,,,,,,,,,,,,,,,1.8,1.3770001251951984e-05,0,8.0,0.00210375,21.4115,21.675,7.5
454.175,0.2270875,1.0,0.0,3347.916875,57.861186256418904,0.12739843949230753,1.0230446630896113,0.9882196929350412,0.2039801103562904,0.0,1,,,,,,,,,,,,,,,,,,,1.8,5.744990565600497e-06,1,8.0,0.002111,21.4115,21.675,7.5
449.17625,0.224588125,0.99875,0.00125,3782.7501859374997,61.50406641790037,0.1369263544497293,1.0259559816866315,0.9896262505753056,0.37554391110075497,0.0,1,,,,,,,,,,,,,,,,,,,1.8,3.300491659883871e-05,0,8.0,0.00210375,21.4115,21.675,7.5
449.17375,0.224586875,0.99875,0.00125,3783.1385609374993,61.50722364842604,0.13693414552481284,1.0259030368146593,0.9896530426401824,0.37729729867516554,0.0,1,,,,,,,,,,,,,,,,,,,1.8,5.744990565600497e-06,0,8.0,0.00210375,21.4115,21.675,7.5
450.93625,0.225468125,1.0,0.0,4359.232185937501,66.0244817165383,0.1464164429374178,1.0291391175288758,0.9842886906854245,0.20353936316447946,0.0,1,,,,,,,,,,,,,,,,,,,1.8,1.3770001251951984e-05,2,8.0,0.00212325,21.4115,21.675,7.5
452.9525,0.22647625,1.0,0.0,3433.5202437499997,58.5962476934317,0.12936510493579695,1.0236441480084713,0.9877064304152843,0.19630916366892676,0.0,1,,,,,,,,,,,,,,,,,,,1.8,1.3770001251951984e-05,1,8.0,0.002111,21.4115,21.675,7.5
452.95625,0.226478125,1.0,0.0,3433.3968359375,58.59519464885751,0.12936170910293737,1.0236436262376387,0.9877073852329815,0.19632662372991458,0.0,1,,,,,,,,,,,,,,,,,,,1.8,3.300491659883871e-05,1,8.0,0.002111,21.4115,21.675,7.5
451.975,0.2259875,1.0,0.0,7406.341875,86.06010617585828,0.1904089964618797,1.0430822129399493,0.9693750926362473,0.09828890509496294,0.0,1,,,,,,,,,,,,,,,,,,,1.8,3.300491659883871e-05,2,8.0,0.00212325,21.4115,21.675,7.5
448.66625,0.224333125,0.99875,0.00125,3986.0198609374997,63.13493376045864,0.14071692212297782,1.026931501575321,0.9886864470959811,0.3595546270477518,0.0,1,,,,,,,,,,,,,,,,,,,1.8,7.910852728077119e-05,0,8.0,0.00210375,21.4115,21.675,7.5
452.96875,0.226484375,1.0,0.0,3476.8827734375,58.965097926124905,0.13017475913321785,1.023930571752147,0.9875012244060755,0.19384472865605035,0.0,1,,,,,,,,,,,,,,,,,,,1.8,7.910852728077119e-05,1,8.0,0.002111,21.4115,21.675,7.5
451.9775,0.22598875,1.0,0.0,7406.49449375,86.0609928698827,0.1904099050724483,1.0430859538253563,0.9693753060052708,0.09830366192978082,0.0,1,,,,,,,,,,,,,,,,,,,1.8,7.910852728077119e-05,2,8.0,0.00212325,21.4115,21.675,7.5
454.02,0.22701,1.0,0.0,3304.7195999999994,57.48669063357187,0.12661708874845104,1.0231229353673197,0.988212550740515,0.19298919996180824,0.0,1,,,,,,,,,,,,,,,,,,,1.8,0.00018961293447875924,1,8.0,0.002111,21.4115,21.675,7.5
451.78625,0.225893125,1.0,0.0,7432.1005609375,86.20963148591635,0.1908195114081408,1.0434237096252896,0.9692453468483395,0.0984708855289185,0.0,1,,,,,,,,,,,,,,,,,,,1.8,0.00018961293447875924,2,8.0,0.00212325,21.4115,21.675,7.5
452.895,0.2264475,1.0,0.0,2732.0989749999994,52.26948416619394,0.11541192586845478,1.0210741820857998,0.9939137946280356,0.4633891139003209,0.0,1,,,,,,,,,,,,,,,,,,,1.8,0.00045447774288657946,0,8.0,0.00210375,21.4115,21.675,7.5
451.02125,0.225510625,1.0,0.0,2554.1357984375004,50.538458607653446,0.11205338685849797,1.0199850666053583,0.9950232332745181,0.5254771811069515,0.018002822545344955,1,,,,,,,,,,,,,,,,,,,1.8,0.00018961293447875924,0,8.0,0.00210375,21.4115,21.675,7.5
