add_neuron_frac,analysis_level,n_add,n_add_sem,N0,N0_sem,N1,N1_sem,mean_out_degree_new,mean_out_degree_new_sem,mean_rate_hz,mean_rate_hz_sem,actual_p_ext,actual_p_ext_sem,actual_slope,actual_slope_sem,actual_e_w,actual_e_w_sem,actual_i_w,actual_i_w_sem,actual_theta,actual_theta_sem,T_RUN,T_RUN_sem,MV_slope,MV_slope_sem,TAU_slope,TAU_slope_sem,KURT_slope,KURT_slope_sem,global_avalanche_tau,global_avalanche_tau_sem,global_branching_proxy,global_branching_proxy_sem,global_n_avalanches,global_n_avalanches_sem,global_avalanche_threshold,global_avalanche_threshold_sem,global_frac_silent_bins,global_frac_silent_bins_sem,local_log_tau_std,local_log_tau_std_sem,local_av_tau_std,local_av_tau_std_sem,local_branch_std,local_branch_std_sem,local_mean_frac_silent_bins,local_mean_frac_silent_bins_sem,local_quantile_fallback_frac,local_quantile_fallback_frac_sem,rare_enrichment,rare_enrichment_sem,long_avalanche_activity_in_rare_fraction,long_avalanche_activity_in_rare_fraction_sem,long_avalanche_module_gini_mean,long_avalanche_module_gini_mean_sem,long_avalanche_top_module_fraction_mean,long_avalanche_top_module_fraction_mean_sem,global_change_score,global_change_score_sem,local_heterogeneity_change_score,local_heterogeneity_change_score_sem
0.0,7,0.0,0.0,2000.0,0.0,2000.0,0.0,0.8825,0.006048415770541344,3.7679400000000007,0.0245605203188641,0.015,0.0,2.25,0.0,21.4115,0.0,21.675,0.0,7.5,0.0,100.0,0.0,1.2750977704927042,0.00530167114449085,0.03333816343550318,0.012720424372159408,-0.5389372074405777,0.01265837186747167,1.9859008884023117,0.016462598646224767,0.9910689322692329,0.00021740353625910043,1710.3333333333333,29.86822912579705,75.0,0.5773502691896258,0.0,0.0,0.10806956863512289,0.022167721637826824,0.20626656032615032,0.028781479975455205,0.011557668802128685,0.0010009908359063257,0.0002142857142857143,2.1821789023599244e-05,1.0,0.0,0.9925620173923027,0.06356210360920354,0.1417945739131861,0.009080300515600503,0.08911316234249371,0.00498646154151646,0.1843110809132733,0.005634492059400818,0.0,0.0,0.0,0.0
0.1,7,200.0,0.0,2000.0,0.0,2200.0,0.0,0.9509090909090908,0.02456368570975016,4.118428787878788,0.24056409913847657,0.015,0.0,2.25,0.0,21.4115,0.0,21.675,0.0,7.5,0.0,100.0,0.0,1.3045052809038005,0.012297214202678274,0.06065335173553543,0.018985741966365058,-0.48561868777441486,0.023998125900760982,1.9828531019671243,0.011142289874341864,0.9931361782998197,0.0006039504780878592,1679.0,25.146238950056393,90.33333333333333,5.333333333333334,0.0,0.0,0.13692558301619098,0.005528436616720908,0.18911294564046574,0.04618578529840075,0.013591722020591035,0.00046321560336911997,9.523809523809524e-05,3.4338583575847526e-05,1.0,0.0,1.2531553258285557,0.08322918635890938,0.1790221894040794,0.011889883765558478,0.08792121320985417,0.0037545994664438132,0.18688168409736472,0.005582210416706559,0.02114663654743985,0.009197188812696488,0.04240632414726373,0.0060339882251511465
0.3,7,600.0,0.0,2000.0,0.0,2600.0,0.0,1.1502564102564101,0.007693375994193598,5.446430769230769,0.240208301627174,0.015,0.0,2.25,0.0,21.4115,0.0,21.675,0.0,7.5,0.0,100.0,0.0,1.3560688015090652,0.004254885943921481,0.03221425944121245,0.009627262656325661,-0.46568342256051043,0.026244915181303542,1.9831470994626208,0.025728786412019297,0.9953815331630017,0.00020234281807202155,1642.0,38.88873015840622,141.66666666666666,6.333333333333333,0.0,0.0,0.0891170097497575,0.00980505124697836,0.1246114962726763,0.043803567625315,0.008997714856181484,0.0018153298716181074,4.761904761904762e-06,4.761904761904762e-06,1.0,0.0,0.9486331656391448,0.03976415976811111,0.13551902366273497,0.005680594252587297,0.06690694054510894,0.008781823255283499,0.17004292183329442,0.003219343083042002,0.04054671307996562,0.0059748751618497915,0.04516275619922804,0.01683525885426907
