add_neuron_frac,n_add,n_add_sem,N0,N0_sem,N1,N1_sem,mean_out_degree_new,mean_out_degree_new_sem,mean_rate_hz,mean_rate_hz_sem,MV_slope,MV_slope_sem,TAU_slope,TAU_slope_sem,KURT_slope,KURT_slope_sem,global_avalanche_tau,global_avalanche_tau_sem,global_branching_proxy,global_branching_proxy_sem,local_log_tau_std,local_log_tau_std_sem,local_av_tau_std,local_av_tau_std_sem,local_branch_std,local_branch_std_sem,rare_enrichment,rare_enrichment_sem,long_avalanche_activity_in_rare_fraction,long_avalanche_activity_in_rare_fraction_sem,long_avalanche_module_gini_mean,long_avalanche_module_gini_mean_sem,long_avalanche_top_module_fraction_mean,long_avalanche_top_module_fraction_mean_sem,global_change_score,global_change_score_sem,local_heterogeneity_change_score,local_heterogeneity_change_score_sem
0.0,0.0,0.0,2000.0,0.0,2000.0,0.0,0.88125,0.01024999999999998,3.7634,0.0071000000000001045,1.6589237844329032,0.0056632134483591825,0.061159628072578895,0.01418108702754518,-0.038159750388416125,0.004532630795963363,2.02552913059882,0.08493525508610533,0.9911539994284295,7.604415007689268e-07,0.4561284766211726,0.10584590791683497,0.16835085419133122,0.01916162778807866,0.047601676193898795,0.010729252670455072,1.0227528516922093,0.08842919865437958,0.13196810989576893,0.011410219181210273,0.1577701870072285,0.0050389786112041285,0.05874671842582553,0.001731182176349228,0.0,0.0,0.0,0.0
0.1,200.0,0.0,2000.0,0.0,2200.0,0.0,0.9302272727272727,0.022954545454545446,3.8526363636363636,0.0594545454545452,1.6673609826438005,0.005830951160988861,0.12101774587665504,0.0508711460361029,-0.03606263382687443,0.012973847927404842,1.9050332489452249,0.02319780816750183,0.9931949361812504,3.2830560985797064e-05,0.5132912413639706,0.08093095364839606,0.1830573281530954,0.03664577619354318,0.053215612795423806,0.005920222003845385,0.957015229754502,0.02824645061445724,0.12348583609735511,0.0036447033050912565,0.15954646880062204,0.0034378598854687965,0.05983987783819922,0.005632343674204991,0.04847227520496006,0.03408808326219526,0.07363682821499867,0.012280784726502956
0.3,600.0,0.0,2000.0,0.0,2600.0,0.0,1.145576923076923,0.01057692307692304,5.594076923076923,0.25499999999999984,1.719614436571253,0.0044061148569625175,-0.16990507118721113,0.09019342834993112,-0.04041315886234375,0.010993934191649924,1.9032352701333013,0.009095266672927815,0.9958547646309388,0.00038001969665396595,0.39677064095019493,0.0658995399891994,0.5243232859974782,0.02383248291027157,0.036914004073539286,0.0007599605766578399,1.047937480757839,0.032033020717087246,0.13521773945262439,0.004133292995753199,0.12506496019744195,0.0015529984489436597,0.05719096585670577,0.006208024983597071,0.10468749426654192,0.0018920179982926872,0.14227316024141257,0.004578471630358043
