module_id,module_size,local_mean_rate_hz,local_pop_count_mean,local_pop_count_std,local_avalanche_tau,local_avalanche_xmin,local_avalanche_n_tail,local_n_avalanches,local_avalanche_size_mean,local_avalanche_size_max,local_avalanche_threshold,local_branching_proxy,local_timescale,N0,N1,n_add,add_neuron_frac,e0,i0,e1,i1,n_add_e,n_add_i,baseline_edge_density,p_new,n_edges_old,n_edges_new_total,n_edges_added,mean_out_degree_old,mean_out_degree_new,repeat,seed,condition,analysis_level
12,64,6.678125,4.274,1.826177428400647,2.370666918363562,6.0,88,105,12.314285714285715,29.0,4.0,0.8716736207695874,0.19418685111302497,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
13,64,5.159375,3.302,1.8348831025435925,2.027133749188624,32.2,16,20,82.55,278.0,0.0,0.7754873089328285,-0.11238694807568245,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
14,64,5.1125,3.272,1.737243794060005,,,9,9,181.77777777777777,507.0,0.0,0.8769881803589669,0.01614616739780289,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
15,64,5.403125,3.458,1.7539201806239644,1.803010840156496,22.8,13,17,101.70588235294117,454.0,0.0,0.8104618660987621,-0.11922627786313078,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
16,64,4.215625,2.698,1.645234329814449,1.6935085548131608,10.600000000000001,23,29,46.51724137931034,194.0,0.0,0.7504520795660036,0.043401486667002644,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
17,64,6.75,4.32,1.9291448882859992,2.266910763495189,94.0,8,10,216.0,579.0,0.0,0.8455269991940539,-0.11325236790625706,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
18,64,6.515625,4.17,1.9516915739942107,,,8,8,260.625,948.0,0.0,0.8236459709379128,0.09536761431592555,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
19,64,4.9,3.136,1.7313301244996575,1.7688947929183367,24.4,14,18,87.11111111111111,206.0,0.0,0.78921875,0.15505701038652928,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
20,64,6.5875,4.216,2.033062714231905,,,9,9,234.22222222222223,606.0,0.0,0.8193607305936073,-0.03705816815240545,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
21,64,5.9312499999999995,3.796,1.6499648481104074,3.5512093784962846,5.0,110,110,8.281818181818181,27.0,4.0,0.8363700070077085,-0.0686083871556627,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
22,64,4.7375,3.032,1.6754032350452235,1.6176545318219346,11.000000000000002,14,18,84.22222222222223,557.0,0.0,0.7803535690460307,0.2524789365502539,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
23,64,5.25,3.36,1.6930445948054647,1.4063357222290127,11.4,8,10,168.0,630.0,0.0,0.802659499221955,0.007152981271428688,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
24,64,5.84375,3.74,1.9443250757010773,2.578583865977009,79.8,10,13,143.84615384615384,389.0,0.0,0.7837442305527412,0.25345114942791225,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
25,64,4.321875,2.766,1.6417198299344502,1.8886987904680559,11.8,28,35,39.51428571428571,145.0,0.0,0.7278003482298316,0.012436555561210198,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
26,64,7.746875,4.958,2.438080392439921,,,8,8,309.875,700.0,0.0,0.83157480830985,0.10978265923598021,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
27,64,5.1125,3.272,1.705876900599806,1.6917943944326663,18.6,15,19,86.10526315789474,389.0,0.0,0.7853680035257823,0.12797987758764695,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
28,64,4.3125,2.76,1.6218507946170635,1.9206863823609046,14.0,25,31,44.516129032258064,141.0,0.0,0.8214565387627252,-0.028193918117708328,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
29,64,5.9375,3.8,1.7731328207441202,3.144151337893173,5.0,106,106,8.952830188679245,30.0,4.0,0.8359126081019572,-0.02361884863699107,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
30,64,4.1968749999999995,2.686,1.4991344169219782,1.9358991354076043,19.6,19,24,55.958333333333336,141.0,0.0,0.7632135306553911,0.1462493452746955,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004462231115557779,0.0004462231115557779,1784,2951,1167,0.892,1.135,0,12347,add_frac_0.3000_nadd_600,5
0,64,3.665625,2.346,1.5160092348003689,1.7607662144131422,6.800000000000001,36,45,26.066666666666666,112.0,0.0,0.7049012060559404,0.08667113080551256,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
1,64,3.678125,2.354,1.518118572444195,1.7818463551178918,7.0,38,46,25.58695652173913,80.0,0.0,0.741951967296883,0.24942220299098486,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
2,64,3.7937499999999997,2.428,1.580131640085724,1.7202584543898856,5.800000000000001,38,48,25.291666666666668,94.0,0.0,0.7174641148325359,0.1297072653441191,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
3,64,4.1031249999999995,2.626,1.6474598629405208,1.9303263995317275,12.0,27,32,41.03125,178.0,0.0,0.7713389121338912,-0.005559656493351189,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
4,64,3.3000000000000003,2.112,1.3940789073793491,1.6993781114775417,4.200000000000001,45,57,18.526315789473685,72.0,0.0,0.7132582864290181,-0.06636104271695065,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
5,64,3.3093749999999997,2.118,1.3550188190575068,2.000263431482077,8.0,38,47,22.53191489361702,80.0,0.0,0.7545137789040228,0.1326073174941475,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
6,64,3.99375,2.556,1.6525326017964062,2.0322233164865215,10.0,33,41,31.170731707317074,180.0,0.0,0.7464849664719879,0.12702268113515597,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
7,64,3.68125,2.356,1.5457244256334957,1.8179862767670352,7.0,38,45,26.177777777777777,137.0,0.0,0.6724835609509358,-0.08051708210668687,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
8,64,3.4875000000000003,2.232,1.5408361366478915,1.8225889082519704,5.800000000000004,43,54,20.666666666666668,107.0,0.0,0.706314643440392,0.19759197924509642,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
9,64,4.2,2.688,1.6609202268622054,2.0461053255524133,18.200000000000003,22,28,48.0,161.0,0.0,0.7979149959903769,-0.10295829353004193,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
10,64,3.346875,2.142,1.3467872883272993,1.72440626500555,6.0,34,41,26.121951219512194,73.0,0.0,0.756265664160401,0.16585322697110644,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
11,64,4.324999999999999,2.768,1.613126157496679,1.5427117490470388,6.0,26,31,44.645161290322584,214.0,0.0,0.8186609408549678,0.01719149440590978,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
12,64,3.6312499999999996,2.324,1.574491663998257,1.8834386572368969,7.0,42,52,22.346153846153847,72.0,0.0,0.6915650406504065,0.059149740930225195,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
13,64,4.1625000000000005,2.664,1.6501830201526133,1.9518722300673526,14.600000000000001,24,30,44.4,159.0,0.0,0.7745417515274949,0.011508567435891792,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
14,64,3.7531250000000003,2.402,1.7732444839897288,1.9986748891844992,10.0,36,44,27.295454545454547,74.0,0.0,0.776755665245681,0.08024634199990065,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
15,64,3.6374999999999997,2.328,1.500805117262065,1.7274102092634354,5.6,35,44,26.454545454545453,290.0,0.0,0.7441860465116279,-0.1054579911000643,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
16,64,3.44375,2.204,1.4374922608487324,2.118542502149764,10.0,35,42,26.238095238095237,111.0,0.0,0.7238871108524876,0.03808637252723177,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
17,64,3.975,2.544,1.7041314503288763,2.002930931080458,12.600000000000001,31,39,32.61538461538461,106.0,0.0,0.7318387583530933,0.08553120433890996,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
18,64,2.85,1.824,1.2919071174043435,1.808441055261199,4.0,50,61,14.950819672131148,59.0,0.0,0.6677380474085979,0.1401064010377594,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
19,64,3.15,2.016,1.4490493435352712,1.8787933961940215,4.800000000000001,52,65,15.507692307692308,62.0,0.0,0.6540084388185654,0.15386859899505378,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
20,64,4.796875,3.07,1.822388542545195,1.6270620823546467,10.600000000000001,21,27,56.851851851851855,202.0,0.0,0.8198367859384809,-0.011134286347424471,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
21,64,4.346875,2.782,1.6524152020603053,2.142577853892795,17.4,25,32,43.46875,188.0,0.0,0.7863723608445298,0.049811644944175004,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
22,64,3.13125,2.004,1.4113766329367934,1.734268578390145,5.0,38,47,21.319148936170212,105.0,0.0,0.667779632721202,0.055814027941942734,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
23,64,3.546875,2.27,1.4673445403176448,1.8385146170829971,10.4,26,33,34.39393939393939,123.0,0.0,0.7247731646961781,0.10939046533917257,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
24,64,3.0374999999999996,1.944,1.6151978207018483,1.6663035887898219,3.0,54,64,15.1875,51.0,0.0,0.7398119122257053,-0.042973007650148984,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
25,64,3.31875,2.124,1.4172593270111156,1.7558590049272298,5.600000000000001,39,49,21.6734693877551,93.0,0.0,0.6879410862227677,0.26585556827709556,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
26,64,2.7125,1.736,1.3093143243698206,2.0136325425029273,4.0,63,78,11.128205128205128,48.0,0.0,0.6453660600931019,-0.08639382880224954,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
27,64,3.9843749999999996,2.55,1.6073269735806712,1.7616024718537393,7.0,29,34,37.5,172.0,0.0,0.7461895294897283,0.08918006673225909,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
28,64,3.5312499999999996,2.26,1.5219724044804492,1.8567892772028587,7.200000000000001,37,47,24.04255319148936,120.0,0.0,0.7194264069264069,0.03206457590423256,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
29,64,3.415625,2.186,1.4308752566174314,1.759393433466327,7.0,33,41,26.658536585365855,114.0,0.0,0.7330595482546202,-0.10377982105012207,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
30,64,6.8843749999999995,4.406,1.6628782276522835,,,6,6,367.1666666666667,881.0,0.0,0.9375451916124368,0.06071980603478565,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004459729864932466,0.0,1783,1783,0,0.8915,0.8915,1,22345,baseline,5
0,64,3.8843750000000004,2.486,1.5842360935163673,1.8067844720503676,8.0,33,41,30.317073170731707,135.0,0.0,0.7535130154342318,0.07465921995746881,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
1,64,3.9156249999999995,2.506,1.5224861247315196,1.5567256017247626,7.000000000000003,23,29,43.206896551724135,155.0,0.0,0.7822843822843822,0.13425203253115203,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
2,64,4.18125,2.676,1.6121488764999343,1.7775020213152617,10.600000000000001,27,34,39.35294117647059,139.0,0.0,0.7513834802213568,-0.07269876753593033,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
3,64,4.634375,2.966,1.7346019716349914,1.8511942438549736,18.800000000000004,18,23,64.47826086956522,268.0,0.0,0.7938581608415337,0.00866002433922191,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
4,64,4.453125,2.85,1.904599695474091,1.7154863911306297,9.2,29,37,38.513513513513516,124.0,0.0,0.8162291169451074,0.015813333216180392,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
5,64,3.90625,2.5,1.5132745950421556,1.9924002852195415,14.600000000000001,25,32,39.0625,106.0,0.0,0.7463563704748472,0.06346044287345168,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
6,64,4.875,3.12,1.6880758276807353,1.6313274013145678,11.600000000000001,16,20,78.0,310.0,0.0,0.7911825561037721,0.01200705837428205,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
7,64,3.1875,2.04,1.3908270920570969,1.9704806046588734,7.0,42,52,19.615384615384617,67.0,0.0,0.7025337282000658,-0.05455504543869172,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
8,64,3.5281249999999997,2.258,1.4626810998984023,1.7155040349086623,5.800000000000001,34,43,26.25581395348837,102.0,0.0,0.7094182825484765,0.002677951714694267,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
9,64,3.4125,2.184,1.6266972674717322,1.694454951807854,5.200000000000001,33,42,26.0,125.0,0.0,0.7964362850971922,0.17953871592005355,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
10,64,3.5437499999999997,2.268,1.4832990258204852,1.9792636268382835,7.0,42,52,21.807692307692307,133.0,0.0,0.7303707742639041,0.11765588492611109,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
11,64,3.70625,2.372,1.5432485217877256,1.7495886741466429,7.200000000000001,33,42,28.238095238095237,116.0,0.0,0.7062937062937062,0.12875748613420512,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
12,64,5.375,3.44,1.7613631085043198,1.7955788695451256,24.8,12,15,114.66666666666667,588.0,0.0,0.8360875990863899,0.039263080836567245,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
13,64,5.4125,3.464,1.7391676169938308,1.5264381351371088,12.0,13,16,108.25,585.0,0.0,0.82457310565635,-0.1649269563397685,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
14,64,4.3062499999999995,2.756,1.7425452648353215,1.6520053563740236,7.600000000000001,28,35,39.371428571428574,173.0,0.0,0.7989447899001318,0.1568167665938033,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
15,64,4.4875,2.872,1.5374056068585154,2.0343287560933208,30.400000000000002,12,15,95.73333333333333,550.0,0.0,0.8049839531810459,-0.0739253352132627,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
16,64,3.98125,2.548,1.5348276776237781,1.7567041004479778,8.0,31,38,33.526315789473685,151.0,0.0,0.794010889292196,0.02014264141361108,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
17,64,3.325,2.128,1.57721780360228,1.8510288727659203,5.0,50,62,17.161290322580644,62.0,0.0,0.7003136583974907,0.021998749389333327,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
18,64,3.421875,2.19,1.4275503493747603,1.8007790838076216,7.0,35,43,25.46511627906977,94.0,0.0,0.7078816290653384,0.10290304085437108,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
19,64,3.509375,2.246,1.5891771455693666,2.0527755606228997,11.600000000000001,31,39,28.794871794871796,130.0,0.0,0.7853542053595118,-0.15005107301263867,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
20,64,3.490625,2.234,1.4181833449875232,1.800384295395614,7.200000000000001,33,42,26.595238095238095,105.0,0.0,0.7022857142857143,-0.01586283964794377,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
21,64,3.421875,2.19,1.4497930886854165,1.8913478861943673,7.0,39,48,22.8125,83.0,0.0,0.7030478955007257,-0.1668997070771046,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
22,64,5.103125,3.266,1.892945852368736,1.6115403174907912,15.400000000000002,18,23,71.0,174.0,0.0,0.8354163741047606,-0.2551188396849409,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
23,64,3.975,2.544,1.4913296081014418,2.0011960316960415,17.4,21,27,47.111111111111114,176.0,0.0,0.7359098228663447,-0.22289345893180362,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
24,64,3.3031249999999996,2.114,1.601562986585292,1.5730791117524454,2.8000000000000007,44,55,19.21818181818182,80.0,0.0,0.7219220926926357,-0.3006459915760331,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
25,64,3.16875,2.028,1.3218229836101352,1.920081650745753,7.0,38,46,22.043478260869566,94.0,0.0,0.699382292381606,0.18150903706810034,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
26,64,4.9468749999999995,3.166,1.735063111244084,1.7433950900681736,22.0,13,16,98.9375,480.0,0.0,0.8157531091662829,0.19809229261505268,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
27,64,3.3125,2.12,1.479729705047513,1.8713656520040365,7.0,37,44,24.09090909090909,74.0,0.0,0.7126608799760551,0.038505744810241535,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
28,64,4.446875,2.846,1.6692165827117822,1.9695834276554893,19.6,21,27,52.7037037037037,182.0,0.0,0.7609854752711895,0.1326438753986267,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
29,64,2.790625,1.786,1.296226832001251,1.8746830516741548,4.200000000000001,53,67,13.328358208955224,56.0,0.0,0.6924979389942292,0.18498656041207862,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
30,64,3.1281249999999994,2.002,1.3030717555069635,1.6848439195547915,4.0,41,51,19.627450980392158,104.0,0.0,0.7268583450210379,0.002782037913465263,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,1,22346,add_frac_0.1000_nadd_200,5
0,64,4.18125,2.676,1.6801857040220287,2.1306495828012038,16.6,27,34,39.35294117647059,103.0,0.0,0.7581646964536165,-0.07348476615316493,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
1,64,11.478125,7.346,2.783214688090015,2.156646233350095,11.0,78,97,24.0,56.0,7.0,0.9181349167721211,0.100157050775648,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
2,64,5.6875,3.64,1.682379267585047,3.58526581143202,5.0,104,104,8.125,22.0,4.0,0.8164257228315055,0.1990445035853625,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
3,64,4.434375,2.838,1.628421321403033,1.7997171555896543,13.2,21,27,52.55555555555556,220.0,0.0,0.7607029351280613,0.030614977837326557,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
4,64,4.353125,2.786,1.6420121802227898,1.7727428772632374,12.400000000000002,24,30,46.43333333333333,127.0,0.0,0.7880642693190513,0.037934264334517784,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
5,64,4.746874999999999,3.038,1.6126239487245624,1.8424850718094667,20.0,17,21,72.33333333333333,207.0,0.0,0.7637808589786946,0.10989365177893057,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
6,64,5.871875,3.758,1.7098058369300297,2.9418419336958284,130.4,8,10,187.9,345.0,0.0,0.842704542786712,0.04115949130942684,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,1,22347,add_frac_0.3000_nadd_600,5
